,OBJECTID,Lat,Long,zipcode
258,23453,42.36929825,-71.02767738,2128
259,23454,42.36951194,-71.027993,2128
260,23455,42.3708404,-71.02984481,2128
261,23456,42.3708901,-71.02994786,2128
262,23457,42.37112649,-71.03005994,2128
263,23458,42.37172043,-71.03097861,2128
264,23459,42.37230777,-71.03184257,2128
265,23460,42.37233863,-71.03201484,2128
266,23461,42.37293611,-71.02975422,2128
267,23462,42.37343054,-71.03040865,2128
268,23463,42.36818531,-71.02716316,2128
269,23464,42.37466734,-71.02912268,2128
270,23465,42.37444996,-71.02891595,2128
271,23466,42.37167941,-71.02505328,2128
272,23467,42.37424409,-71.02892751,2128
273,23468,42.37430024,-71.02917683,2128
274,23469,42.37451697,-71.02939129,2128
275,23470,42.37468316,-71.02960246,2128
276,23471,42.37448535,-71.02962673,2128
277,23472,42.37404802,-71.02924828,2128
278,23473,42.37400479,-71.02895941,2128
279,23474,42.37300537,-71.02832145,2128
280,23475,42.37336749,-71.02871318,2128
281,23476,42.37384015,-71.02897433,2128
282,23477,42.3738287,-71.02919886,2128
283,23478,42.37397181,-71.02932131,2128
284,23479,42.37435031,-71.0300049,2128
285,23480,42.37427575,-71.02997169,2128
286,23481,42.37419666,-71.02993879,2128
287,23482,42.37394772,-71.02957598,2128
288,23483,42.37304304,-71.02810134,2128
289,23484,42.37369942,-71.02950016,2128
290,23485,42.37370441,-71.02947101,2128
291,23486,42.37350863,-71.02911359,2128
292,23487,42.37347663,-71.02907548,2128
293,23488,42.37313151,-71.0287814,2128
294,23489,42.37309309,-71.02871019,2128
295,23490,42.37259559,-71.02788911,2128
296,23491,42.37134673,-71.02656333,2128
297,23492,42.37168501,-71.02692653,2128
298,23493,42.37208003,-71.02734723,2128
299,23494,42.37228275,-71.02785132,2128
300,23495,42.37270397,-71.02829761,2128
301,23496,42.37260204,-71.02842228,2128
302,23497,42.37260995,-71.0284402,2128
303,23498,42.3730461,-71.02891701,2128
304,23499,42.37322556,-71.02925577,2128
305,23500,42.3734125,-71.02946834,2128
306,23501,42.3735979,-71.02973246,2128
307,23502,42.3737799,-71.03007552,2128
308,23503,42.37389845,-71.03039431,2128
309,23504,42.37379909,-71.03042483,2128
310,23505,42.37370938,-71.03015536,2128
311,23506,42.37353979,-71.02992963,2128
312,23507,42.37346865,-71.02991299,2128
313,23508,42.37332305,-71.02968102,2128
314,23509,42.37329669,-71.02950246,2128
315,23510,42.37292256,-71.02907604,2128
316,23511,42.37295078,-71.02905481,2128
317,23512,42.37219485,-71.02797508,2128
318,23513,42.3721794,-71.02797563,2128
319,23514,42.37176614,-71.02750395,2128
320,23515,42.3717441,-71.02752496,2128
321,23516,42.37182004,-71.02736058,2128
322,23517,42.37140084,-71.02690858,2128
323,23518,42.37127618,-71.02677493,2128
324,23519,42.37100015,-71.0264848,2128
325,23520,42.37092255,-71.02645004,2128
326,23521,42.3708989,-71.02607758,2128
327,23522,42.37065492,-71.02574117,2128
328,23523,42.37020458,-71.02513258,2128
329,23524,42.37012941,-71.02549456,2128
330,23525,42.37026725,-71.02568334,2128
331,23526,42.37055688,-71.02582845,2128
332,23527,42.3706843,-71.02620738,2128
333,23528,42.37129403,-71.026993,2128
334,23529,42.37134599,-71.027073,2128
335,23530,42.37207304,-71.02816422,2128
336,23531,42.37208204,-71.02821441,2128
337,23532,42.37249446,-71.02863962,2128
338,23533,42.3724774,-71.02867312,2128
339,23534,42.37274405,-71.02915959,2128
340,23535,42.37304097,-71.0296319,2128
341,23536,42.37331758,-71.02979215,2128
342,23537,42.37366191,-71.03024177,2128
343,23538,42.37359483,-71.03028893,2128
344,23539,42.37362186,-71.0303487,2128
345,23540,42.37368683,-71.0303031,2128
346,23541,42.37373153,-71.03039854,2128
347,23542,42.3738169,-71.0307444,2128
348,23543,42.37395618,-71.03073338,2128
349,23544,42.37353922,-71.03040678,2128
350,23545,42.37351459,-71.03034242,2128
351,23546,42.37344846,-71.03046792,2128
352,23547,42.37334792,-71.03064379,2128
353,23548,42.37329655,-71.03061323,2128
354,23549,42.37316929,-71.02995699,2128
355,23550,42.37277567,-71.02944166,2128
356,23551,42.37240869,-71.02884784,2128
357,23552,42.3719863,-71.02833735,2128
358,23553,42.37164831,-71.02770244,2128
359,23554,42.3712549,-71.02724204,2128
360,23555,42.37087602,-71.02660274,2128
361,23556,42.37047721,-71.02620243,2128
362,23557,42.3703148,-71.02590175,2128
363,23558,42.37402816,-71.03029981,2128
364,23559,42.37216059,-71.02662369,2128
365,23560,42.37267619,-71.02745677,2128
366,23561,42.37271339,-71.02716879,2128
367,23562,42.37178746,-71.0258016,2128
368,23563,42.37121157,-71.02432204,2128
369,23564,42.37612458,-71.02795794,2128
370,23565,42.37601751,-71.02806309,2128
371,23566,42.37577957,-71.02768699,2128
372,23567,42.37545982,-71.02734524,2128
373,23568,42.3751073,-71.02676003,2128
374,23569,42.37491437,-71.02633776,2128
375,23570,42.37482802,-71.02641695,2128
376,23571,42.37466641,-71.02644905,2128
377,23572,42.37500028,-71.02691644,2128
378,23573,42.3758873,-71.02821763,2128
379,23574,42.3752622,-71.02757295,2128
380,23575,42.3750277,-71.0272371,2128
381,23576,42.37482878,-71.02689801,2128
382,23577,42.37460233,-71.02660888,2128
383,23578,42.37308816,-71.02466307,2128
384,23579,42.3747431,-71.02717487,2128
385,23580,42.37547066,-71.02866057,2128
386,23581,42.37502145,-71.02785405,2128
387,23582,42.37471079,-71.02742844,2128
388,23583,42.37457794,-71.02747882,2128
389,23584,42.37475395,-71.02784821,2128
390,23585,42.37473529,-71.02785174,2128
391,23586,42.37511746,-71.02833323,2128
392,23587,42.37542536,-71.0287462,2128
393,23588,42.37537846,-71.02897467,2128
394,23589,42.3752775,-71.02882032,2128
395,23590,42.3752294,-71.02877869,2128
396,23591,42.3747867,-71.02840138,2128
397,23592,42.37478526,-71.02834092,2128
398,23593,42.37494927,-71.02880962,2128
399,23594,42.37512035,-71.02904242,2128
400,23595,42.37495246,-71.02911532,2128
401,23596,42.37492967,-71.02886391,2128
402,23597,42.37464209,-71.02881226,2128
403,23598,42.37451102,-71.02857283,2128
404,23599,42.37343325,-71.02718021,2128
405,23600,42.37499603,-71.02931495,2128
406,23601,42.3746014,-71.0260744,2128
407,23602,42.37564307,-71.02853886,2128
408,23603,42.37476043,-71.02695018,2128
409,23604,42.37548295,-71.02891505,2128
410,23605,42.37484901,-71.02876538,2128
411,23606,42.37717272,-71.02662999,2128
412,23607,42.37644026,-71.02558977,2128
413,23608,42.37621221,-71.02523403,2128
414,23609,42.37610871,-71.02507259,2128
415,23610,42.37591309,-71.02477086,2128
416,23611,42.37597959,-71.02487679,2128
417,23612,42.37579998,-71.0245886,2128
418,23613,42.37559986,-71.02436525,2128
419,23614,42.37550906,-71.02422458,2128
420,23615,42.37532244,-71.02393723,2128
421,23616,42.37521866,-71.02361769,2128
422,23617,42.37504294,-71.02361111,2128
423,23618,42.37492033,-71.02352791,2128
424,23619,42.37497466,-71.02346579,2128
425,23620,42.3751515,-71.02388237,2128
426,23621,42.3756563,-71.02462123,2128
427,23622,42.37666504,-71.02613826,2128
428,23623,42.37698843,-71.02684248,2128
429,23624,42.37683325,-71.02679759,2128
430,23625,42.37636402,-71.02613123,2128
431,23626,42.37615445,-71.02580419,2128
432,23627,42.37593526,-71.02546572,2128
433,23628,42.37572216,-71.02513077,2128
434,23629,42.37555635,-71.02473622,2128
435,23630,42.37507747,-71.02421929,2128
436,23631,42.37495429,-71.02392336,2128
437,23632,42.37486732,-71.02385208,2128
438,23633,42.37479643,-71.0236737,2128
439,23634,42.37437314,-71.02303418,2128
440,23635,42.37412032,-71.02281652,2128
441,23636,42.37390597,-71.02248212,2128
442,23637,42.3736904,-71.02214711,2128
443,23638,42.37450311,-71.02362179,2128
444,23639,42.37470817,-71.02394326,2128
445,23640,42.37492466,-71.02428302,2128
446,23641,42.37509159,-71.02455021,2128
447,23642,42.37533558,-71.02492872,2128
448,23643,42.37566694,-71.02544528,2128
449,23644,42.3758109,-71.02567279,2128
450,23645,42.37602164,-71.02600264,2128
451,23646,42.37620074,-71.02628611,2128
452,23647,42.3765318,-71.02639885,2128
453,23648,42.37667646,-71.02712494,2128
454,23649,42.37269252,-71.02164754,2128
455,23650,42.3731773,-71.02259161,2128
456,23651,42.37649931,-71.02744955,2128
457,23652,42.37400189,-71.02401058,2128
458,23653,42.3763092,-71.02773736,2128
459,23654,42.37374646,-71.02430884,2128
460,23655,42.37468078,-71.0227579,2128
461,23656,42.37557308,-71.02448187,2128
462,23657,42.37544727,-71.02462918,2128
463,23658,42.37824572,-71.02467575,2128
464,23659,42.37543681,-71.02231352,2128
465,23660,42.37558732,-71.02254741,2128
466,23661,42.37573271,-71.0227803,2128
467,23662,42.375783,-71.02296776,2128
468,23663,42.37588337,-71.02301723,2128
469,23664,42.376119,-71.0235732,2128
470,23665,42.37630723,-71.02374094,2128
471,23666,42.37636016,-71.02363933,2128
472,23667,42.37630464,-71.023655,2128
473,23668,42.37632759,-71.02365795,2128
474,23669,42.37765068,-71.02607431,2128
475,23670,42.37726499,-71.02550602,2128
476,23671,42.37619014,-71.02369165,2128
477,23672,42.37607049,-71.02382712,2128
478,23673,42.37595221,-71.02396657,2128
479,23674,42.37600291,-71.02370486,2128
480,23675,42.37590747,-71.02381806,2128
481,23676,42.37546779,-71.02332949,2128
482,23677,42.37731169,-71.02604048,2128
483,23678,42.37748213,-71.02584349,2128
484,23679,42.37738358,-71.02638347,2128
485,23680,42.37709661,-71.02570274,2128
486,23681,42.37697859,-71.0256305,2128
487,23682,42.37366827,-71.02121545,2128
488,23683,42.37584144,-71.02425012,2128
489,23684,42.37572834,-71.02410941,2128
490,23685,42.37933885,-71.023274,2128
491,23686,42.3792787,-71.0232608,2128
492,23687,42.37898832,-71.02258925,2128
493,23688,42.37882994,-71.02234081,2128
494,23689,42.37868261,-71.02212194,2128
495,23690,42.3786912,-71.02274578,2128
496,23691,42.37888429,-71.02304985,2128
497,23692,42.3790525,-71.02332275,2128
498,23693,42.37819905,-71.02214614,2128
499,23694,42.37895336,-71.02377286,2128
500,23695,42.37882283,-71.0235848,2128
501,23696,42.37862905,-71.02328006,2128
502,23697,42.37812517,-71.02258942,2128
503,23698,42.37909023,-71.02422058,2128
504,23699,42.37878058,-71.02424822,2128
505,23700,42.37862768,-71.02442807,2128
506,23701,42.37847422,-71.02460564,2128
507,23702,42.37905184,-71.02417408,2128
508,23703,42.37938798,-71.02019057,2128
509,23704,42.37922623,-71.01978216,2128
510,23705,42.37905031,-71.01954659,2128
511,23706,42.37887422,-71.01931199,2128
512,23707,42.37868172,-71.01905349,2128
513,23708,42.37900468,-71.02011238,2128
514,23709,42.37923701,-71.02039723,2128
515,23710,42.37884001,-71.02034578,2128
516,23711,42.37905648,-71.02063855,2128
517,23712,42.37958492,-71.02168643,2128
518,23713,42.37935112,-71.02134258,2128
519,23714,42.37912068,-71.02100758,2128
520,23715,42.3788846,-71.02084026,2128
521,23716,42.3789632,-71.02121675,2128
522,23717,42.37920097,-71.02143945,2128
523,23718,42.37945097,-71.02180405,2128
524,23719,42.37964651,-71.02206235,2128
525,23720,42.37971485,-71.02237254,2128
526,23721,42.37932668,-71.02202197,2128
527,23722,42.37906865,-71.02167279,2128
528,23723,42.37871027,-71.0210361,2128
529,23724,42.37895707,-71.02187291,2128
530,23725,42.37921114,-71.02225696,2128
531,23726,42.3794916,-71.02247259,2128
532,23727,42.37791588,-71.0208046,2128
533,23728,42.37925488,-71.02267822,2128
534,23729,42.37928762,-71.02292147,2128
535,23730,42.37768401,-71.02048706,2128
536,23731,42.37874334,-71.02043348,2128
537,23732,42.38179331,-71.02034123,2128
538,23733,42.38170166,-71.0204025,2128
539,23734,42.38133676,-71.0197241,2128
540,23735,42.38097642,-71.01906207,2128
541,23736,42.38073972,-71.01903758,2128
542,23737,42.38068697,-71.01885996,2128
543,23738,42.38061573,-71.01860185,2128
544,23739,42.38087461,-71.01952342,2128
545,23740,42.38124087,-71.01999217,2128
546,23741,42.38122091,-71.0200786,2128
547,23742,42.38124922,-71.02009501,2128
548,23743,42.38166336,-71.0206906,2128
549,23744,42.38058799,-71.01936018,2128
550,23745,42.37989289,-71.01837413,2128
551,23746,42.37989772,-71.01871251,2128
552,23747,42.38076474,-71.02004818,2128
553,23748,42.38032018,-71.01962385,2128
554,23749,42.37990031,-71.01904709,2128
555,23750,42.37989973,-71.0194045,2128
556,23751,42.38043583,-71.02010997,2128
557,23752,42.3799061,-71.01971868,2128
558,23753,42.37993597,-71.02005249,2128
559,23754,42.38006468,-71.02076667,2128
560,23755,42.37986958,-71.02050574,2128
561,23756,42.38093093,-71.01975322,2128
562,23757,42.38247164,-71.01852409,2128
563,23758,42.38249533,-71.01899205,2128
564,23759,42.38233879,-71.01888351,2128
565,23760,42.38238471,-71.01928649,2128
566,23761,42.38225795,-71.01963198,2128
567,23762,42.38213428,-71.01996224,2128
568,23763,42.38202083,-71.02026545,2128
569,23764,42.38196508,-71.019884,2128
570,23765,42.38208987,-71.01954694,2128
571,23766,42.38223421,-71.01916013,2128
572,23767,42.3820352,-71.0179364,2128
573,23768,42.38184321,-71.0179615,2128
574,23769,42.38194494,-71.01809255,2128
575,23770,42.38113475,-71.01926342,2128
576,23771,42.38134,-71.01926885,2128
577,23772,42.38141892,-71.01950208,2128
578,23773,42.38150807,-71.01926598,2128
579,23774,42.38158452,-71.01905958,2128
580,23775,42.38169783,-71.0187528,2128
581,23776,42.38177617,-71.01854235,2128
582,23777,42.38185325,-71.01833515,2128
583,23778,42.38203733,-71.01784477,2128
584,23779,42.38209934,-71.01767459,2128
585,23780,42.38133706,-71.01852588,2128
586,23781,42.38106927,-71.0183715,2128
587,23782,42.38094505,-71.01830351,2128
588,23783,42.38071178,-71.01835714,2128
589,23784,42.38080414,-71.01812223,2128
590,23785,42.38120259,-71.01833632,2128
591,23786,42.38155232,-71.01852752,2128
592,23787,42.38259135,-71.01820244,2128
593,23788,42.3827445,-71.01832198,2128
594,23789,42.38278815,-71.01844873,2128
595,23790,42.38296524,-71.01871876,2128
596,23791,42.38312522,-71.01903968,2128
597,23792,42.38270664,-71.01923437,2128
598,23793,42.38282576,-71.01931534,2128
599,23794,42.3825805,-71.01919506,2128
600,23795,42.38134345,-71.01493289,2128
601,23796,42.38159223,-71.01542895,2128
602,23797,42.38127409,-71.01577915,2128
603,23798,42.38272785,-71.01599044,2128
604,23799,42.3826529,-71.01619136,2128
605,23800,42.38256087,-71.01644082,2128
606,23801,42.3824741,-71.01667398,2128
607,23802,42.38237115,-71.01694854,2128
608,23803,42.38227053,-71.01722159,2128
609,23804,42.38219675,-71.01741296,2128
610,23805,42.38325112,-71.01643707,2128
611,23806,42.38313055,-71.0167583,2128
612,23807,42.38297656,-71.01717396,2128
613,23808,42.38284115,-71.01753357,2128
614,23809,42.38269392,-71.01792565,2128
615,23810,42.38285176,-71.01803626,2128
616,23811,42.38299258,-71.0176563,2128
617,23812,42.3831329,-71.0172818,2128
618,23813,42.38328725,-71.01686888,2128
619,23814,42.38341129,-71.01653463,2128
620,23815,42.38344655,-71.01818495,2128
621,23816,42.38377106,-71.01731201,2128
622,23817,42.38353121,-71.01764792,2128
623,23818,42.38318996,-71.01856437,2128
624,23819,42.38383391,-71.01683987,2128
625,23820,42.37064375,-71.03550948,2128
626,23821,42.37271703,-71.03640745,2128
627,23822,42.37243377,-71.03932054,2128
628,23823,42.37264644,-71.03545439,2128
629,23824,42.38513769,-71.03632329,2128
630,23825,42.38510937,-71.03626448,2128
631,23826,42.3851716,-71.03626434,2128
632,23827,42.38508622,-71.03643252,2128
633,23828,42.3850465,-71.03634321,2128
634,23829,42.38499109,-71.03626279,2128
635,23830,42.38498064,-71.03632316,2128
636,23831,42.38500363,-71.03643205,2128
637,23832,42.38492156,-71.03643447,2128
638,23833,42.38487327,-71.0362646,2128
639,23834,42.38483766,-71.03643483,2128
640,23835,42.38475771,-71.03643864,2128
641,23836,42.38475296,-71.03626773,2128
642,23837,42.3847275,-71.0363288,2128
643,23838,42.38467458,-71.03643937,2128
644,23839,42.38463672,-71.0362716,2128
645,23840,42.38455978,-71.03633331,2128
646,23841,42.38458874,-71.03644118,2128
647,23842,42.38447722,-71.0367615,2128
648,23843,42.38452002,-71.03685842,2128
649,23844,42.38443997,-71.03688805,2128
650,23845,42.38435921,-71.03691757,2128
651,23846,42.38435979,-71.03680433,2128
652,23847,42.38423334,-71.03684834,2128
653,23848,42.38427756,-71.03694601,2128
654,23849,42.38463146,-71.03686616,2128
655,23850,42.38472038,-71.03686039,2128
656,23851,42.38455417,-71.03673499,2128
657,23852,42.38459235,-71.03664486,2128
658,23853,42.38467269,-71.03664429,2128
659,23854,42.38475457,-71.03663785,2128
660,23855,42.38480586,-71.03672458,2128
661,23856,42.38489666,-71.03685255,2128
662,23857,42.38483959,-71.03663351,2128
